model,r2,train_rmse,test_rmse,bad_weather_rmse
Linear Regression,0.8382728649889253,814.0926142006439,794.2911481448284,830.1632877784766
Decision Tree,0.891886770548223,41.89287677730863,649.423045927954,676.0127334226821
Random Forest,0.9287456657101668,184.89919851665942,527.2224798753339,545.9417778324668
Bagging,0.9242749934729741,208.1267704369166,543.510496543457,568.1235653843348
xGBoost,0.9443638510753567,418.52226244152416,465.87221181341744,484.99705427536435
