t2m,tcc,lcc,mcc,hcc,valid_time,ptype,tp,sf,cp,lsp
249.82239,0.0,0.0,0.0,0.0,2018-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0
249.55092,0.0,0.0,0.0,0.0,2018-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0
249.3851,0.0,0.0,0.0,0.0,2018-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0
248.92459,0.0,0.0,0.0,0.0,2018-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0
248.68443,0.0,0.0,0.0,0.0,2018-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0
248.51369,0.0,0.0,0.0,0.0,2018-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0
247.7418,0.0,0.0,0.0,0.0,2018-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0
247.79977,0.0,0.0,0.0,0.0,2018-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0
247.4843,0.0,0.0,0.0,0.0,2018-01-01 08:00:00,0.0,0.0,0.0,0.0,0.0
247.5965,0.0,0.0,0.0,0.0,2018-01-01 09:00:00,0.0,0.0,0.0,0.0,0.0
247.02382,0.0,0.0,0.0,0.0,2018-01-01 10:00:00,0.0,0.0,0.0,0.0,0.0
246.84476,0.0,0.0,0.0,0.0,2018-01-01 11:00:00,0.0,0.0,0.0,0.0,0.0
246.74377,0.0,0.0,0.0,0.0,2018-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0
246.64258,0.04430833,0.04430833,0.0,0.0,2018-01-01 13:00:00,0.0,0.0,0.0,0.0,0.0
246.62701,0.010597732,0.010597732,0.0,0.0,2018-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0
248.6987,0.0,0.0,0.0,0.0,2018-01-01 15:00:00,0.0,0.0,0.0,0.0,0.0
250.23747,0.0,0.0,0.0,0.0,2018-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0
251.42465,0.0,0.0,0.0,0.0,2018-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0
252.5672,0.0,0.0,0.0,0.0,2018-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0
253.4498,0.0,0.0,0.0,0.0,2018-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0
254.40976,0.0,0.0,0.0,0.0,2018-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0
255.46165,0.0,0.0,0.0,0.0,2018-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0
254.65047,0.0,0.0,0.0,0.0,2018-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0
253.51938,0.0,0.0,0.0,0.0,2018-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0
253.08536,0.0,0.0,0.0,0.0,2018-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0
252.56197,0.0,0.0,0.0,0.0,2018-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0
252.1396,0.0,0.0,0.0,0.0,2018-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0
251.70728,0.0,0.0,0.0,0.0,2018-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0
